clip_identifier	duration	match_id	round	prompt_id	game_type	correct_word/image	distractors	prompt_status	prompt_num
e8rznyof_r00_s0_p004	25	e8rznyof	r00	image_p27477	image	/dogs/redbone/n02090379_1292.jpg	['/dogs/redbone/n02090379_3865.jpg', '/dogs/redbone/n02090379_3556.jpg', '/dogs/redbone/n02090379_3042.jpg', '/dogs/redbone/n02090379_1199.jpg', '/dogs/redbone/n02090379_4973.jpg', '/dogs/redbone/n02090379_1489.jpg', '/dogs/redbone/n02090379_3738.jpg', '/dogs/redbone/n02090379_5435.jpg', '/dogs/redbone/n02090379_4963.jpg', '/dogs/redbone/n02090379_4334.jpg', '/dogs/redbone/n02090379_4611.jpg']	win	4
e8rznyof_r00_s0_p005	41	e8rznyof	r00	image_p7012	image	/ifood/strawberry_shortcake/train_037816.jpg	['/ifood/strawberry_shortcake/train_037781.jpg', '/ifood/strawberry_shortcake/train_037528.jpg', '/ifood/strawberry_shortcake/train_037762.jpg', '/ifood/strawberry_shortcake/train_037387.jpg', '/ifood/strawberry_shortcake/train_037391.jpg', '/ifood/strawberry_shortcake/train_037709.jpg', '/ifood/strawberry_shortcake/train_037390.jpg', '/ifood/strawberry_shortcake/train_037654.jpg', '/ifood/strawberry_shortcake/train_037510.jpg', '/ifood/strawberry_shortcake/train_037711.jpg', '/ifood/strawberry_shortcake/train_037458.jpg']	win	5
e8rznyof_r01_s0_p000	39	e8rznyof	r01	image_p3204	image	/dogs/dingo/n02115641_4677.jpg	['/dogs/dingo/n02115641_1674.jpg', '/dogs/dingo/n02115641_6490.jpg', '/dogs/dingo/n02115641_10395.jpg', '/dogs/dingo/n02115641_11699.jpg', '/dogs/dingo/n02115641_4563.jpg', '/dogs/dingo/n02115641_8871.jpg', '/dogs/dingo/n02115641_4265.jpg', '/dogs/dingo/n02115641_6716.jpg', '/dogs/dingo/n02115641_4851.jpg', '/dogs/dingo/n02115641_6974.jpg', '/dogs/dingo/n02115641_4970.jpg']	win	0
e8rznyof_r01_s0_p001	47	e8rznyof	r01	image_p19652	image	/birds/Indigo_Bunting/Indigo_Bunting_0010_13000.jpg	['/birds/Indigo_Bunting/Indigo_Bunting_0061_13259.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0024_13523.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0072_14197.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0001_12469.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0082_11907.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0050_11811.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0056_12637.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0058_12207.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0017_11574.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0068_13081.jpg', '/birds/Indigo_Bunting/Indigo_Bunting_0053_13391.jpg']	loss	1
e8rznyof_r01_s0_p002	51	e8rznyof	r01	image_p30380	image	/ifood/chocolate_mousse/train_027272.jpg	['/ifood/chocolate_mousse/train_027550.jpg', '/ifood/chocolate_mousse/train_027429.jpg', '/ifood/chocolate_mousse/train_027459.jpg', '/ifood/chocolate_mousse/train_027275.jpg', '/ifood/chocolate_mousse/train_027221.jpg', '/ifood/chocolate_mousse/train_027167.jpg', '/ifood/chocolate_mousse/train_027173.jpg', '/ifood/chocolate_mousse/train_027505.jpg', '/ifood/chocolate_mousse/train_027694.jpg', '/ifood/chocolate_mousse/train_027576.jpg', '/ifood/chocolate_mousse/train_027315.jpg']	win	2
e8rznyof_r01_s0_p003	19	e8rznyof	r01	image_p25148	image	/dogs/beagle/n02088364_17534.jpg	['/dogs/beagle/n02088364_6211.jpg', '/dogs/beagle/n02088364_16881.jpg', '/dogs/beagle/n02088364_16588.jpg', '/dogs/beagle/n02088364_13809.jpg', '/dogs/beagle/n02088364_16210.jpg', '/dogs/beagle/n02088364_16508.jpg', '/dogs/beagle/n02088364_17473.jpg', '/dogs/beagle/n02088364_3752.jpg', '/dogs/beagle/n02088364_16065.jpg', '/dogs/beagle/n02088364_12102.jpg', '/dogs/beagle/n02088364_7247.jpg']	win	3
e8rznyof_r01_s0_p004	21	e8rznyof	r01	image_p37073	image	/birds/Groove_billed_Ani/Groove_Billed_Ani_0047_1706.jpg	['/birds/Groove_billed_Ani/Groove_Billed_Ani_0074_1730.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0019_1585.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0002_1670.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0044_1731.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0004_1528.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0058_1751.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0094_1540.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0023_1485.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0010_1704.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0100_1646.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0007_1615.jpg']	loss	4
e8rznyof_r01_s0_p005	58	e8rznyof	r01	image_p7315	image	/dogs/Shetland_sheepdog/n02105855_3549.jpg	['/dogs/Shetland_sheepdog/n02105855_6417.jpg', '/dogs/Shetland_sheepdog/n02105855_14126.jpg', '/dogs/Shetland_sheepdog/n02105855_9415.jpg', '/dogs/Shetland_sheepdog/n02105855_4897.jpg', '/dogs/Shetland_sheepdog/n02105855_742.jpg', '/dogs/Shetland_sheepdog/n02105855_17258.jpg', '/dogs/Shetland_sheepdog/n02105855_13382.jpg', '/dogs/Shetland_sheepdog/n02105855_15776.jpg', '/dogs/Shetland_sheepdog/n02105855_12455.jpg', '/dogs/Shetland_sheepdog/n02105855_14594.jpg', '/dogs/Shetland_sheepdog/n02105855_3892.jpg']	win	5
e8rznyof_r01_s0_p006	20	e8rznyof	r01	image_p22087	image	/ifood/pulled_pork_sandwich/train_033863.jpg	['/ifood/pulled_pork_sandwich/train_033976.jpg', '/ifood/pulled_pork_sandwich/train_033846.jpg', '/ifood/pulled_pork_sandwich/train_033963.jpg', '/ifood/pulled_pork_sandwich/train_033754.jpg', '/ifood/pulled_pork_sandwich/train_033732.jpg', '/ifood/pulled_pork_sandwich/train_033773.jpg', '/ifood/pulled_pork_sandwich/train_033757.jpg', '/ifood/pulled_pork_sandwich/train_033730.jpg', '/ifood/pulled_pork_sandwich/train_033876.jpg', '/ifood/pulled_pork_sandwich/train_033744.jpg', '/ifood/pulled_pork_sandwich/train_033968.jpg']	loss	6
e8rznyof_r01_s0_p007	12	e8rznyof	r01	image_p49513	image	/dogs/cocker_spaniel/n02102318_12238.jpg	['/dogs/cocker_spaniel/n02102318_12877.jpg', '/dogs/cocker_spaniel/n02102318_10697.jpg', '/dogs/cocker_spaniel/n02102318_11445.jpg', '/dogs/cocker_spaniel/n02102318_11481.jpg', '/dogs/cocker_spaniel/n02102318_10703.jpg', '/dogs/cocker_spaniel/n02102318_12265.jpg', '/dogs/cocker_spaniel/n02102318_11573.jpg', '/dogs/cocker_spaniel/n02102318_10179.jpg', '/dogs/cocker_spaniel/n02102318_1671.jpg', '/dogs/cocker_spaniel/n02102318_12717.jpg', '/dogs/cocker_spaniel/n02102318_9753.jpg']	win	7
e8rznyof_r02_s0_p000	60	e8rznyof	r02	taboo_en_p2043	word	Business	['Work', 'Trade', 'Profession', 'Practice', 'Company']	win	0
e8rznyof_r02_s0_p001	13	e8rznyof	r02	taboo_en_p0084	word	Gas	['Boiler', 'Cook', 'State', 'Lighter', 'Fumes']	loss	1
e8rznyof_r02_s0_p002	76	e8rznyof	r02	taboo_en_p0324	word	Muhammad Ali	['Boxer', 'Greatest', 'Outspoken', 'Famous', 'Champion']	win	2
e8rznyof_r02_s0_p003	57	e8rznyof	r02	taboo_en_p2423	word	Pablo Picasso	['Artist', 'Painter', 'Abstract', 'Spain', 'France']	win	3
e8rznyof_r03_s1_p000	78	e8rznyof	r03	taboo_en_p0059	word	Balloon	['Air', 'Blow', 'Inflate', 'Birthday', 'Mouth']	win	0
e8rznyof_r03_s1_p001	68	e8rznyof	r03	taboo_en_p2293	word	Karl Marx	['Philosopher', 'Economist', 'Manifesto', 'Communism', 'Socialist']	win	1
e8rznyof_r04_s1_p000	58	e8rznyof	r04	image_p21248	image	/birds/Cardinal/Cardinal_0040_17477.jpg	['/birds/Cardinal/Cardinal_0094_17165.jpg', '/birds/Cardinal/Cardinal_0019_17368.jpg', '/birds/Cardinal/Cardinal_0052_18334.jpg', '/birds/Cardinal/Cardinal_0089_18005.jpg', '/birds/Cardinal/Cardinal_0085_19162.jpg', '/birds/Cardinal/Cardinal_0028_18054.jpg', '/birds/Cardinal/Cardinal_0081_17291.jpg', '/birds/Cardinal/Cardinal_0025_17239.jpg', '/birds/Cardinal/Cardinal_0097_17396.jpg', '/birds/Cardinal/Cardinal_0072_17159.jpg', '/birds/Cardinal/Cardinal_0074_18339.jpg']	win	0
e8rznyof_r04_s1_p001	47	e8rznyof	r04	image_p7881	image	/ifood/hummus/train_047240.jpg	['/ifood/hummus/train_047049.jpg', '/ifood/hummus/train_047490.jpg', '/ifood/hummus/train_047363.jpg', '/ifood/hummus/train_047137.jpg', '/ifood/hummus/train_047377.jpg', '/ifood/hummus/train_047289.jpg', '/ifood/hummus/train_047290.jpg', '/ifood/hummus/train_047385.jpg', '/ifood/hummus/train_047354.jpg', '/ifood/hummus/train_047229.jpg', '/ifood/hummus/train_047464.jpg']	win	1
e8rznyof_r04_s1_p002	30	e8rznyof	r04	image_p34261	image	/ifood/macaron/train_059520.jpg	['/ifood/macaron/train_059522.jpg', '/ifood/macaron/train_059926.jpg', '/ifood/macaron/train_059444.jpg', '/ifood/macaron/train_059637.jpg', '/ifood/macaron/train_059870.jpg', '/ifood/macaron/train_059572.jpg', '/ifood/macaron/train_059754.jpg', '/ifood/macaron/train_059423.jpg', '/ifood/macaron/train_059393.jpg', '/ifood/macaron/train_059599.jpg', '/ifood/macaron/train_059626.jpg']	win	2
e8rznyof_r04_s1_p003	42	e8rznyof	r04	image_p29564	image	/birds/Groove_billed_Ani/Groove_Billed_Ani_0100_1646.jpg	['/birds/Groove_billed_Ani/Groove_Billed_Ani_0087_1765.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0068_1538.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0037_1560.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0085_1612.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0091_1728.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0062_1767.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0019_1585.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0005_1750.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0017_1561.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0007_1615.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0080_1549.jpg']	win	3
e8rznyof_r04_s1_p004	44	e8rznyof	r04	image_p19954	image	/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0082_41852.jpg	['/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0117_42026.jpg', '/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0007_41917.jpg', '/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0005_41727.jpg', '/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0020_41680.jpg', '/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0126_41905.jpg', '/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0023_42117.jpg', '/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0021_41931.jpg', '/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0111_42118.jpg', '/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0004_41643.jpg', '/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0098_41731.jpg', '/birds/Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0031_41836.jpg']	win	4
e8rznyof_r04_s1_p005	36	e8rznyof	r04	image_p7569	image	/ifood/macaron/train_059860.jpg	['/ifood/macaron/train_059754.jpg', '/ifood/macaron/train_059899.jpg', '/ifood/macaron/train_059893.jpg', '/ifood/macaron/train_059423.jpg', '/ifood/macaron/train_059725.jpg', '/ifood/macaron/train_059572.jpg', '/ifood/macaron/train_059912.jpg', '/ifood/macaron/train_059889.jpg', '/ifood/macaron/train_059745.jpg', '/ifood/macaron/train_059476.jpg', '/ifood/macaron/train_059599.jpg']	win	5
eazsmxi9_r00_s0_p000	42	eazsmxi9	r00	image_p26639	image	/birds/Least_Flycatcher/Least_Flycatcher_0076_30117.jpg	['/birds/Least_Flycatcher/Least_Flycatcher_0095_30277.jpg', '/birds/Least_Flycatcher/Least_Flycatcher_0005_30142.jpg', '/birds/Least_Flycatcher/Least_Flycatcher_0026_30434.jpg', '/birds/Least_Flycatcher/Least_Flycatcher_0049_30361.jpg', '/birds/Least_Flycatcher/Least_Flycatcher_0034_30151.jpg', '/birds/Least_Flycatcher/Least_Flycatcher_0067_30397.jpg', '/birds/Least_Flycatcher/Least_Flycatcher_0065_30357.jpg', '/birds/Least_Flycatcher/Least_Flycatcher_0029_30362.jpg', '/birds/Least_Flycatcher/Least_Flycatcher_0070_30147.jpg', '/birds/Least_Flycatcher/Least_Flycatcher_0038_30127.jpg', '/birds/Least_Flycatcher/Least_Flycatcher_0081_30380.jpg']	win	0
eazsmxi9_r00_s0_p001	52	eazsmxi9	r00	image_p15107	image	/birds/Bobolink/Bobolink_0070_10624.jpg	['/birds/Bobolink/Bobolink_0014_11055.jpg', '/birds/Bobolink/Bobolink_0059_10041.jpg', '/birds/Bobolink/Bobolink_0008_9289.jpg', '/birds/Bobolink/Bobolink_0094_9823.jpg', '/birds/Bobolink/Bobolink_0033_10809.jpg', '/birds/Bobolink/Bobolink_0056_9080.jpg', '/birds/Bobolink/Bobolink_0120_10859.jpg', '/birds/Bobolink/Bobolink_0115_9265.jpg', '/birds/Bobolink/Bobolink_0002_11085.jpg', '/birds/Bobolink/Bobolink_0065_9375.jpg', '/birds/Bobolink/Bobolink_0133_9618.jpg']	loss	1
eazsmxi9_r00_s0_p002	35	eazsmxi9	r00	image_p45610	image	/birds/Gadwall/Gadwall_0064_31504.jpg	['/birds/Gadwall/Gadwall_0075_30892.jpg', '/birds/Gadwall/Gadwall_0059_31646.jpg', '/birds/Gadwall/Gadwall_0048_31312.jpg', '/birds/Gadwall/Gadwall_0029_31637.jpg', '/birds/Gadwall/Gadwall_0077_30929.jpg', '/birds/Gadwall/Gadwall_0055_30912.jpg', '/birds/Gadwall/Gadwall_0060_31686.jpg', '/birds/Gadwall/Gadwall_0096_31560.jpg', '/birds/Gadwall/Gadwall_0036_31760.jpg', '/birds/Gadwall/Gadwall_0066_31557.jpg', '/birds/Gadwall/Gadwall_0079_31052.jpg']	loss	2
eazsmxi9_r00_s0_p003	27	eazsmxi9	r00	image_p46232	image	/dogs/bloodhound/n02088466_9691.jpg	['/dogs/bloodhound/n02088466_12353.jpg', '/dogs/bloodhound/n02088466_9877.jpg', '/dogs/bloodhound/n02088466_9616.jpg', '/dogs/bloodhound/n02088466_8184.jpg', '/dogs/bloodhound/n02088466_7421.jpg', '/dogs/bloodhound/n02088466_8015.jpg', '/dogs/bloodhound/n02088466_2934.jpg', '/dogs/bloodhound/n02088466_10904.jpg', '/dogs/bloodhound/n02088466_9245.jpg', '/dogs/bloodhound/n02088466_8831.jpg', '/dogs/bloodhound/n02088466_5025.jpg']	win	3
eazsmxi9_r00_s0_p004	27	eazsmxi9	r00	image_p18561	image	/birds/Sooty_Albatross/Sooty_Albatross_0055_1160.jpg	['/birds/Sooty_Albatross/Sooty_Albatross_0064_796343.jpg', '/birds/Sooty_Albatross/Sooty_Albatross_0042_1210.jpg', '/birds/Sooty_Albatross/Sooty_Albatross_0074_1221.jpg', '/birds/Sooty_Albatross/Sooty_Albatross_0067_796376.jpg', '/birds/Sooty_Albatross/Sooty_Albatross_0031_1066.jpg', '/birds/Sooty_Albatross/Sooty_Albatross_0016_1075.jpg', '/birds/Sooty_Albatross/Sooty_Albatross_0041_796364.jpg', '/birds/Sooty_Albatross/Sooty_Albatross_0002_796395.jpg', '/birds/Sooty_Albatross/Sooty_Albatross_0077_1080.jpg', '/birds/Sooty_Albatross/Sooty_Albatross_0017_796349.jpg', '/birds/Sooty_Albatross/Sooty_Albatross_0020_796359.jpg']	win	4
eazsmxi9_r00_s0_p005	29	eazsmxi9	r00	image_p0396	image	/dogs/Boston_bull/n02096585_1260.jpg	['/dogs/Boston_bull/n02096585_3681.jpg', '/dogs/Boston_bull/n02096585_976.jpg', '/dogs/Boston_bull/n02096585_11808.jpg', '/dogs/Boston_bull/n02096585_1753.jpg', '/dogs/Boston_bull/n02096585_2008.jpg', '/dogs/Boston_bull/n02096585_10604.jpg', '/dogs/Boston_bull/n02096585_11776.jpg', '/dogs/Boston_bull/n02096585_1952.jpg', '/dogs/Boston_bull/n02096585_1775.jpg', '/dogs/Boston_bull/n02096585_1532.jpg', '/dogs/Boston_bull/n02096585_19.jpg']	win	5
eazsmxi9_r03_s0_p000	53	eazsmxi9	r03	taboo_en_p0146	word	Sand	['Beach', 'Fine', 'Stone', 'Pebbles', 'Erosion']	win	0
eazsmxi9_r03_s0_p001	22	eazsmxi9	r03	taboo_en_p2228	word	Hero	['Superman', 'Batman', 'Combat', 'Fight', 'Justice']	win	1
eazsmxi9_r03_s0_p002	70	eazsmxi9	r03	taboo_en_p0287	word	Lady Gaga	['Poker Face', 'Musician', 'Performer', 'American', 'Bad Romance']	win	2
eazsmxi9_r03_s0_p003	33	eazsmxi9	r03	taboo_en_p1851	word	Water	['Liquid', 'Swim', 'Molecule', 'Thirst', 'Ice']	win	3
eazsmxi9_r03_s0_p006	89	eazsmxi9	r03	taboo_en_p0103	word	Atlantic Ocean	['Pacific', 'Salty Water', 'Coast', 'Sea', 'Fish']	win	6
eazsmxi9_r04_s0_p000	42	eazsmxi9	r04	image_p47410	image	/ifood/baklava/train_023574.jpg	['/ifood/baklava/train_023386.jpg', '/ifood/baklava/train_023700.jpg', '/ifood/baklava/train_023692.jpg', '/ifood/baklava/train_023435.jpg', '/ifood/baklava/train_023691.jpg', '/ifood/baklava/train_023441.jpg', '/ifood/baklava/train_023856.jpg', '/ifood/baklava/train_023728.jpg', '/ifood/baklava/train_023829.jpg', '/ifood/baklava/train_023781.jpg', '/ifood/baklava/train_023449.jpg']	win	0
eazsmxi9_r04_s0_p001	39	eazsmxi9	r04	image_p14793	image	/birds/American_Goldfinch/American_Goldfinch_0134_32409.jpg	['/birds/American_Goldfinch/American_Goldfinch_0122_32186.jpg', '/birds/American_Goldfinch/American_Goldfinch_0133_32802.jpg', '/birds/American_Goldfinch/American_Goldfinch_0034_32371.jpg', '/birds/American_Goldfinch/American_Goldfinch_0050_31913.jpg', '/birds/American_Goldfinch/American_Goldfinch_0123_32505.jpg', '/birds/American_Goldfinch/American_Goldfinch_0136_32277.jpg', '/birds/American_Goldfinch/American_Goldfinch_0089_32152.jpg', '/birds/American_Goldfinch/American_Goldfinch_0012_32338.jpg', '/birds/American_Goldfinch/American_Goldfinch_0108_32974.jpg', '/birds/American_Goldfinch/American_Goldfinch_0128_32333.jpg', '/birds/American_Goldfinch/American_Goldfinch_0026_32222.jpg']	win	1
eazsmxi9_r04_s0_p002	29	eazsmxi9	r04	image_p27283	image	/ifood/hummus/train_047077.jpg	['/ifood/hummus/train_047384.jpg', '/ifood/hummus/train_047418.jpg', '/ifood/hummus/train_047502.jpg', '/ifood/hummus/train_047107.jpg', '/ifood/hummus/train_047240.jpg', '/ifood/hummus/train_047041.jpg', '/ifood/hummus/train_047290.jpg', '/ifood/hummus/train_047098.jpg', '/ifood/hummus/train_047513.jpg', '/ifood/hummus/train_047242.jpg', '/ifood/hummus/train_047233.jpg']	loss	2
eazsmxi9_r04_s0_p003	32	eazsmxi9	r04	image_p9659	image	/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0033_35379.jpg	['/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0122_35970.jpg', '/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0096_35579.jpg', '/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0013_35882.jpg', '/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0045_35962.jpg', '/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0062_35955.jpg', '/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0064_35843.jpg', '/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0123_35469.jpg', '/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0125_35322.jpg', '/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0030_35498.jpg', '/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0040_35981.jpg', '/birds/Pied_billed_Grebe/Pied_Billed_Grebe_0068_35963.jpg']	win	3
eazsmxi9_r04_s0_p004	33	eazsmxi9	r04	image_p14642	image	/birds/Rusty_Blackbird/Rusty_Blackbird_0057_6935.jpg	['/birds/Rusty_Blackbird/Rusty_Blackbird_0121_6637.jpg', '/birds/Rusty_Blackbird/Rusty_Blackbird_0013_6902.jpg', '/birds/Rusty_Blackbird/Rusty_Blackbird_0051_6715.jpg', '/birds/Rusty_Blackbird/Rusty_Blackbird_0074_6585.jpg', '/birds/Rusty_Blackbird/Rusty_Blackbird_0108_6867.jpg', '/birds/Rusty_Blackbird/Rusty_Blackbird_0092_2727.jpg', '/birds/Rusty_Blackbird/Rusty_Blackbird_0027_6593.jpg', '/birds/Rusty_Blackbird/Rusty_Blackbird_0073_6744.jpg', '/birds/Rusty_Blackbird/Rusty_Blackbird_0019_6704.jpg', '/birds/Rusty_Blackbird/Rusty_Blackbird_0112_3415.jpg', '/birds/Rusty_Blackbird/Rusty_Blackbird_0032_6611.jpg']	win	4
eazsmxi9_r04_s0_p005	47	eazsmxi9	r04	image_p7529	image	/birds/Eastern_Towhee/Eastern_Towhee_0129_22358.jpg	['/birds/Eastern_Towhee/Eastern_Towhee_0001_22314.jpg', '/birds/Eastern_Towhee/Eastern_Towhee_0002_22318.jpg', '/birds/Eastern_Towhee/Eastern_Towhee_0068_22194.jpg', '/birds/Eastern_Towhee/Eastern_Towhee_0074_22620.jpg', '/birds/Eastern_Towhee/Eastern_Towhee_0090_22273.jpg', '/birds/Eastern_Towhee/Eastern_Towhee_0086_22611.jpg', '/birds/Eastern_Towhee/Eastern_Towhee_0098_22676.jpg', '/birds/Eastern_Towhee/Eastern_Towhee_0125_22220.jpg', '/birds/Eastern_Towhee/Eastern_Towhee_0021_22152.jpg', '/birds/Eastern_Towhee/Eastern_Towhee_0030_22693.jpg', '/birds/Eastern_Towhee/Eastern_Towhee_0020_22141.jpg']	win	5
eazsmxi9_r04_s0_p006	30	eazsmxi9	r04	image_p36054	image	/dogs/English_setter/n02100735_2464.jpg	['/dogs/English_setter/n02100735_4875.jpg', '/dogs/English_setter/n02100735_9936.jpg', '/dogs/English_setter/n02100735_3583.jpg', '/dogs/English_setter/n02100735_4208.jpg', '/dogs/English_setter/n02100735_7863.jpg', '/dogs/English_setter/n02100735_5234.jpg', '/dogs/English_setter/n02100735_5435.jpg', '/dogs/English_setter/n02100735_5852.jpg', '/dogs/English_setter/n02100735_8736.jpg', '/dogs/English_setter/n02100735_1609.jpg', '/dogs/English_setter/n02100735_4949.jpg']	win	6
eazsmxi9_r02_s0_p000	57	eazsmxi9	r02	taboo_en_p2086	word	Cold War	['United States', 'Soviet Union', 'Gorbachev', 'Berlin Wall', 'Cuban Missile Crisis']	win	0
eazsmxi9_r02_s0_p001	17	eazsmxi9	r02	taboo_en_p0132	word	Escape	['Flee', 'Stay', 'Disappear', 'Fast', 'Run']	loss	1
eazsmxi9_r02_s0_p002	79	eazsmxi9	r02	taboo_en_p0328	word	Adele	['Singer', 'Voice', 'Famous', 'Songwriter', 'Artist']	win	2
eazsmxi9_r02_s0_p003	30	eazsmxi9	r02	taboo_en_p0034	word	Opera	['Sing', 'Stage', 'Music', 'Pavarotti', 'Tenor']	win	3
eazsmxi9_r02_s0_p004	43	eazsmxi9	r02	taboo_en_p2229	word	Heroes	['Superman', 'Batman', 'Admired', 'Courage', 'Outstanding']	win	4
eazsmxi9_r02_s0_p005	20	eazsmxi9	r02	taboo_en_p2341	word	Martial Arts	['Kick', 'Fight', 'Wrestle', 'Combat', 'Punch']	skip	5
eazsmxi9_r02_s0_p006	13	eazsmxi9	r02	taboo_en_p0347	word	Winston Churchill	['World War 2', 'England', 'Britain', 'Prime Minister', 'Uk']	skip	6
ecgznlad_r00_s0_p000	38	ecgznlad	r00	image_p46259	image	/ifood/adobo/train_007926.jpg	['/ifood/adobo/train_007924.jpg', '/ifood/adobo/train_007854.jpg', '/ifood/adobo/train_007901.jpg', '/ifood/adobo/train_008050.jpg', '/ifood/adobo/train_007763.jpg', '/ifood/adobo/train_007884.jpg', '/ifood/adobo/train_008068.jpg', '/ifood/adobo/train_008100.jpg', '/ifood/adobo/train_007679.jpg', '/ifood/adobo/train_008072.jpg', '/ifood/adobo/train_007859.jpg']	win	0
ecgznlad_r00_s0_p001	34	ecgznlad	r00	image_p2537	image	/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0065_22137.jpg	['/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0101_21677.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0058_21864.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0068_21860.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0102_21696.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0105_21714.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0022_21944.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0012_21961.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0107_21698.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0109_21796.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0110_21871.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0029_22017.jpg']	win	1
ecgznlad_r00_s0_p002	20	ecgznlad	r00	image_p26581	image	/dogs/miniature_pinscher/n02107312_5567.jpg	['/dogs/miniature_pinscher/n02107312_3426.jpg', '/dogs/miniature_pinscher/n02107312_711.jpg', '/dogs/miniature_pinscher/n02107312_3238.jpg', '/dogs/miniature_pinscher/n02107312_6375.jpg', '/dogs/miniature_pinscher/n02107312_759.jpg', '/dogs/miniature_pinscher/n02107312_1716.jpg', '/dogs/miniature_pinscher/n02107312_5987.jpg', '/dogs/miniature_pinscher/n02107312_4692.jpg', '/dogs/miniature_pinscher/n02107312_2300.jpg', '/dogs/miniature_pinscher/n02107312_1586.jpg', '/dogs/miniature_pinscher/n02107312_6003.jpg']	win	2
